,code,Name,State,NPS.region,Park.type,Area_km2,NetworkCode,NetworkName,IandM,Aquatic.park,Level.1.ecoregion,Level.2.ecoregion,NPVULN.ecoregional.group,Air.pollution,At.risk.sp.ter,At.risk.sp.aqu,Back.velocity,Biome.shift,Drought.sum,Early.spring,Env.Diversity,Exotic.sp,Fire.change,Fire.hazard,Forest.pest,Forward.velocity,Invasion.risk,Landscape.integrity,Moisture,PC2,Precipitation,Sea.level.change,Snow,Temp.change,Temp.exceedance,Ter.tot.vul.score,Aqu.tot.vul.score,Nliv.tot.vul.score,Ter.national.quartile,Aqu.national.quartile,Nliv.national.quartile,Ter.ecoregional.quartile,Aqu.ecoregional.quartile,Nliv.ecoregional.quartile,High.impact.current.fire,High.impact.projected.fire,High.impact.fire.combined,High.impact.summer.drought,High.impact.sea.level.or.surge,High.impact.slr,High.impact.storm.surge,High.impact.forest.pest,High.impact.at.least.one,High.impact.types,National.priority,Ecoregional.priority,Comprehensive.nrva,NRVA.any,IVA.any,CRVA.any,CCVA.types
203,ISRO,Isle Royale National Park,MI,MW,National Park,2224.683812,GLKN,Great Lakes Network,1,1,WATER,WATER,NORTHERN FORESTS AND PLAINS,0.628106363,0.147677324,0,0.146510067,0,0,0.747970799,0.651152297,0.153622324,0.231507148,0,0.082278146,0.28983125,0.333333333,0.156476563,0.545831928,0.284425777,0.626129859,0,0.607908598,0.879563734,0.115344017,1.911065896,1.877698057,1.515906908,1,1,2,1,1,2,0,0,0_0,0,0,0,0,0,0,None,0,0,1,1,0,0,nrva_0_0
204,JAGA,James A. Garfield National Historic Site,OH,MW,National Historic Site,0.031593538,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,MIXED WOOD PLAINS,NORTHERN FORESTS AND PLAINS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.472365509,NA,NA,2,NA,NA,1,0,0,0_0,0,0,0,0,0,0,None,0,0,0,0,0,0,0_0_0
205,JELA,Jean Lafitte National Historical Park and Preserve,LA,SE,National Historical Park and Preserve,87.88228901,GULN,Gulf Coast Network,1,1,EASTERN TEMPERATE FORESTS,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,SOUTHEASTERN AND TEXAS COASTAL PLAIN,0.80977633,0.272030196,0,0.808517957,0.428571429,0.240030874,0.356764914,0.804888916,0.193617209,0.150555814,0.294561775,0.035102345,0.458859043,1,0.578447046,0.249430421,0.478699271,0.034731436,1,0,0.20885683,0.511398342,2.385557674,2.235801579,1.561069629,4,3,2,4,4,4,0,0,0_0,0,1,1,1,0,1,SLR,1,1,0,0,1,0,0_iva_0
206,JEFF,Jefferson National Expansion Memorial,MO,MW,National Memorial,0.786816094,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.807538297,NA,NA,4,NA,NA,4,0,1,0_1,0,0,0,0,0,0,None,1,1,0,0,0,0,0_0_0
207,JECA,Jewel Cave National Monument,SD,MW,National Monument,5.15361471,NGPN,Northern Great Plains Network,1,NA,NORTHWESTERN FORESTED MOUNTAINS,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,0.628106363,0.161980924,NA,0.166380837,0.6,0.351670281,0.768938755,0.465349937,0.145137919,0.370405879,0.735512272,0.740739009,0.218783677,0.666666667,0.141217017,0.784112982,0.575604122,0.799577693,0,0.755066589,0.790274764,0.064587073,2.506876039,NA,1.973961037,4,NA,4,4,NA,4,1,1,1_1,0,0,0,0,1,1,Fire_Pest,1,1,0,0,0,0,0_0_0
208,JICA,Jimmy Carter National Historic Site,GA,SE,National Historic Site,0.291661552,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.251272973,NA,NA,1,NA,NA,1,1,0,1_0,0,0,0,0,0,1,Fire,0,0,0,0,0,0,0_0_0
209,JODR,"John D. Rockefeller, Jr., Memorial Parkway",WY,IM,National Parkway,95.59621608,GRYN,Greater Yellowstone Network,1,NA,NORTHWESTERN FORESTED MOUNTAINS,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,0,0.098583914,NA,0.16757824,0.5,0.208477039,0,0.363762273,0,0.486992642,0.558461831,0.302089869,0.054009815,0.666666667,0.050753511,0.670676112,0.368493476,0.451842495,0,0.448047444,0.773389704,0.17473848,1.781289224,NA,1.501909643,1,NA,2,1,NA,1,1,1,2_1,0,0,0,0,1,1,Fire_Pest,0,0,0,1,0,0,0_0_0
210,JODA,John Day Fossil Beds National Monument,OR,PW,National Monument,56.61371419,UCBN,Upper Columbia Basin Network,1,1,NORTHWESTERN FORESTED MOUNTAINS,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,0.337561644,0.079609738,0,0.218993596,0.45,0.708164995,0.284202262,0.423270693,0.199942479,0.47108837,0.906269266,0.31345327,0.106629613,0.111111111,0.082626362,0.458844745,0.44101617,0.456820712,0,0.90398954,0.691067477,0.116110598,2.065469252,2.017377528,1.904922248,2,2,4,2,2,4,1,1,1_1,1,0,0,0,1,1,Fire_Drought_Pest,1,1,0,0,0,0,0_0_0
211,JOFI,John Fitzgerald Kennedy National Historic Site,MA,NE,National Historic Site,0.000351905,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,MIXED WOOD PLAINS,NORTHERN FORESTS AND PLAINS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.402997588,NA,NA,2,NA,NA,1,0,0,0_0,0,0,0,0,0,0,None,0,0,0,0,0,0,0_0_0
212,JOMU,John Muir National Historic Site,CA,PW,National Historic Site,1.389716342,SFAN,San Francisco Bay Area Network,1,NA,MEDITERRANEAN CALIFORNIA,MEDITERRANEAN CALIFORNIA,MEDITERRANEAN CALIFORNIA,0.676912224,0.861776995,NA,0.058135019,0.5,0.45852631,0.817315717,0.472176768,0.57657881,0.318891841,0.357497129,0.12498146,0.082876839,1,0.695951562,0.35131152,0.682791231,0.467263677,0,0,0.192973389,0.520776846,2.39596218,NA,1.449997584,4,NA,2,4,NA,3,0,0,2_0,1,0,0,0,0,1,Drought,1,1,0,0,0,0,0_0_0
213,JOFL,Johnstown Flood National Memorial,PA,NE,National Memorial,0.72715264,ERMN,Eastern Rivers and Mountains Network,1,NA,EASTERN TEMPERATE FORESTS,OZARK/OUACHITA-APPALACHIAN FORESTS,INTERIOR SOUTHEAST PLAINS AND FOREST,0.80977633,0.140169688,NA,0.063731821,0.4,0.165980979,0.86271926,0.498708395,0.224751067,0.188368492,0.208519745,0.10438733,0.338561904,1,0.460066473,0.314022228,0.351615309,0.489023053,0,0.890127585,0.74497559,0.216932157,2.276491083,NA,1.614846677,3,NA,3,3,NA,3,0,1,0_1,0,0,0,0,0,0,None,0,0,0,1,0,0,0_0_0
214,JOTR,Joshua Tree National Park,CA,PW,National Park,3208.930693,MOJN,Mojave Desert Network,1,NA,NORTH AMERICAN DESERTS,WARM DESERTS,NORTH AMERICAN DESERTS AND SEMIARID,0.66972781,0.695611828,NA,0.245618805,0.6,0.949352359,0.782391566,0.397069976,0.04308278,0.677224461,0.217322077,0.227608895,0.233366166,0.666666667,0.186561811,0.348566317,1,0.395999293,0,0,0.380386594,0.129485441,2.35729049,NA,1.832349186,4,NA,4,4,NA,4,0,1,0_1,1,0,0,0,1,1,Drought_Pest,1,1,0,1,0,0,0_0_0
215,KALA,Kalaupapa National Historical Park,HI,PW,National Historical Park,43.076391,PACN,Pacific Islands Network,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,0_iva_crva
216,KAHO,Kaloko-Honokohau National Historical Park,HI,PW,National Historical Park,5.170815072,PACN,Pacific Islands Network,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0_iva_0
217,KATM,Katmai National Park,AK,AK,National Park,14918.55484,SWAN,Southwest Alaska Network,1,1,MARINE WEST COAST FOREST,MARINE WEST COAST FOREST,MARINE WEST COAST FOREST,NA,0.679797225,0,0.386059302,0.326643599,NA,NA,0.566610951,0.245072886,0.62278548,NA,0.947206607,0.192640387,0.145454545,0.47243629,0.821094716,0.23787472,0.424076677,0.051896015,0.709662532,0.758594844,NA,2.158216502,1.747100748,1.542810403,3,2,3,3,2,3,NA,1,NA,NA,0,NA,NA,1,1,Fire_Pest,0,1,0,0,0,0,0_0_0
218,KATM,Katmai National Preserve,AK,AK,National Preserve,1672.05757,SWAN,Southwest Alaska Network,1,1,MARINE WEST COAST FOREST,MARINE WEST COAST FOREST,MARINE WEST COAST FOREST,NA,0.679797225,0,0.386059302,0.326643599,NA,NA,0.566610951,0.245072886,0.62278548,NA,0.947206607,0.192640387,0.145454545,0.47243629,0.821094716,0.23787472,0.424076677,0.051896015,0.709662532,0.758594844,NA,2.158216502,1.747100748,1.542810403,3,2,3,3,2,3,NA,1,NA,NA,0,NA,NA,1,1,Fire_Pest,0,1,0,0,0,0,0_0_0
219,KEFJ,Kenai Fjords National Park,AK,AK,National Park,2703.683259,SWAN,Southwest Alaska Network,1,1,MARINE WEST COAST FOREST,MARINE WEST COAST FOREST,MARINE WEST COAST FOREST,NA,0.341949205,0,0.565821509,0.094117647,NA,NA,0.133620001,0.433678997,0.337413536,NA,0.503136839,0.082574801,0.333333333,0.790973422,0.284737612,0.296139221,0.424076677,0.026750144,0.722174327,0.622520992,NA,1.738054968,1.461406543,1.17142929,1,1,2,1,1,2,NA,0,NA,NA,0,NA,NA,0,0,None,0,0,0,1,0,0,0_0_0
220,KEMO,Kennesaw Mountain National Battlefield Park,GA,SE,National Battlefield Park,11.72982296,SECN,Southeast Coast Network,1,NA,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,0.923287071,0.146897516,NA,0.1144109,0.5,0.127796115,0.522819296,0.633974836,0.190061083,0.311005017,0.356309509,0.051296611,0.159828481,1,0.731755891,0.122660557,0.0578784,0.222389697,0,0,0.442107981,0.376181351,2.014198415,NA,1.24194034,1,NA,1,1,NA,1,0,1,0_1,0,0,0,0,0,0,None,0,0,0,1,0,0,0_0_0
221,KEWE,Keweenaw National Historical Park,MI,MW,National Historical Park,7.533440658,NA,NA,NA,NA,NORTHERN FORESTS,MIXED WOOD SHIELD,NORTHERN FORESTS AND PLAINS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.518728019,NA,NA,2,NA,NA,2,0,0,0_0,0,0,0,0,1,1,Pest,0,0,0,0,0,0,0_0_0
222,KICA,Kings Canyon National Park,CA,PW,National Park,1857.367496,SIEN,Sierra Nevada Network,1,1,NORTHWESTERN FORESTED MOUNTAINS,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,0.80977633,0.78765635,0,0.061577349,0.45,0.579371725,0.725412021,0.117778197,0,0.458050118,0.518298949,0.399356642,0.181003425,0.583333333,0.114447943,0.346531453,0.226050373,0.467263677,0,0.746664272,0.567708836,0.170870958,2.163511403,2.000139433,1.668247865,2,2,3,3,2,2,1,1,1_1,1,0,0,0,1,1,Fire_Drought_Pest,0,0,0,0,0,0,0_0_0
223,KIMO,Kings Mountain National Military Park,SC,SE,National Military Park,15.90401433,CUPN,Cumberland Piedmont Network,1,NA,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,1,0.160999558,NA,0.125307323,0.6,0.135494679,0.62610319,0.657239469,0.172765709,0.600576828,0.497258644,0.061223724,0.085617595,1,0.533741757,0.225300955,0.350281956,0.310647404,0,0,0.587763014,0.353889263,2.217741851,NA,1.555788549,3,NA,2,3,NA,3,0,1,0_1,0,0,0,0,1,1,Pest,0,0,0,1,0,0,0_0_0
224,KLGO,Klondike Gold Rush National Historical Park,AK,AK,National Historical Park,52.58326569,SEAN,Southeast Alaska Network,1,1,MARINE WEST COAST FOREST,MARINE WEST COAST FOREST,MARINE WEST COAST FOREST,NA,0.382812732,0,0,0.533333333,NA,NA,0,0.681453378,0.538777746,NA,0.355731027,0.041967662,1,0.681940463,0.821529313,0.02312692,0.324437355,0.021023037,0.422561322,0.268522674,NA,1.952129138,1.915973298,1.149822068,2,3,1,2,4,1,NA,0,NA,NA,0,NA,NA,0,0,None,0,1,0,0,0,0,0_0_0
225,KNRI,Knife River Indian Villages National Historic Site,ND,MW,National Historic Site,7.172325712,NGPN,Northern Great Plains Network,1,NA,GREAT PLAINS,WEST-CENTRAL SEMIARID PRAIRIES,GREAT PLAINS,0.354644388,0.168645538,NA,0.187946702,0.6,0.336581103,0.758071156,0.728444616,0.151551719,0.353940614,0.141771657,0.106532809,0.30750584,0.666666667,0.380334998,0.605258609,0.293207923,0.833735327,0,0.500207207,0.785114606,0.024518836,2.155484714,NA,1.546923821,2,NA,2,1,NA,1,0,1,0_1,0,0,0,0,0,0,None,0,0,0,1,0,0,0_0_0
226,KOVA,Kobuk Valley National Park,AK,AK,National Park,7089.388332,ARCN,Arctic Network,1,1,TAIGA,ALASKA BOREAL INTERIOR,TAIGA,NA,0.050703352,0,0.575352572,1,NA,NA,0.817220746,0,0.808225666,NA,0.272579185,0.327699233,0.355555556,0.05277043,0.631389069,0.316496817,0.88761324,0,0.251583466,0.05038753,NA,2.077999845,1.950075831,1.416242044,3,4,2,4,4,4,NA,1,NA,NA,0,NA,NA,0,1,Fire,1,1,0,0,0,0,0_0_0
227,KOWA,Korean War Veterans Memorial,DC,NC,National Memorial,0.006303149,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.826076322,NA,NA,4,NA,NA,4,0,0,0_0,0,1,0,1,0,1,SLR,1,1,0,0,1,0,0_iva_0
228,LACH,Lake Chelan National Recreation Area,WA,PW,National Recreation Area,254.5586361,NA,NA,NA,NA,NORTHWESTERN FORESTED MOUNTAINS,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.549045229,NA,NA,2,NA,NA,1,1,1,2_1,0,0,0,0,1,1,Fire_Pest,0,0,0,0,0,0,0_0_0
229,LACL,Lake Clark National Park,AK,AK,National Park,10641.06499,SWAN,Southwest Alaska Network,1,1,NORTHWESTERN FORESTED MOUNTAINS,BOREAL CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,NA,0.773129529,0,0.124673814,0.636678201,NA,NA,0.275906789,0.599258145,0.706972636,NA,0.848947436,0.132053925,0.16,0.231205425,0.188042656,0.345504679,0.584019673,0.008040768,0.406460682,0.512637295,NA,1.922177808,1.408628547,1.193186803,2,1,2,4,3,3,NA,1,NA,NA,0,NA,NA,1,1,Fire_Pest,0,1,0,0,0,0,0_0_0
230,LACL,Lake Clark National Preserve,AK,AK,National Preserve,5705.492555,SWAN,Southwest Alaska Network,1,1,NORTHWESTERN FORESTED MOUNTAINS,BOREAL CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,NA,0.773129529,0,0.124673814,0.636678201,NA,NA,0.275906789,0.599258145,0.706972636,NA,0.848947436,0.132053925,0.16,0.231205425,0.188042656,0.345504679,0.584019673,0.008040768,0.406460682,0.512637295,NA,1.922177808,1.408628547,1.193186803,2,1,2,4,3,3,NA,1,NA,NA,0,NA,NA,1,1,Fire_Pest,0,1,0,0,0,0,0_0_0
231,LAKE,Lake Mead National Recreation Area,NV,PW,National Recreation Area,6047.607793,MOJN,Mojave Desert Network,1,NA,NORTH AMERICAN DESERTS,WARM DESERTS,NORTH AMERICAN DESERTS AND SEMIARID,0.676912224,0.463585757,NA,0.074165507,0.661538462,0.822555897,0.837889962,0.403037107,0.103074219,0.759939873,0.452740109,0.097785546,0.0440303,0.958333333,0.154451971,0.399244372,0.078902276,0.406521031,0,0,0.30878906,0.1677445,2.204220393,NA,1.561791994,3,NA,2,4,NA,3,0,1,0_1,1,0,0,0,0,1,Drought,0,1,0,0,0,0,0_0_0
232,LAMR,Lake Meredith National Recreation Area,TX,IM,National Recreation Area,168.4581768,SOPN,Southern Plains Network,1,NA,GREAT PLAINS,SOUTH CENTRAL SEMIARID PRAIRIES,GREAT PLAINS,0.628106363,0.072250851,NA,0.215123918,0.6,0.393638434,0.844132522,0.676178657,0.144975409,0.269053123,0.608819298,0,0.30137824,1,0.267638362,0.731264109,0.786135476,0.425725805,0,0,0.558881954,0.234262008,2.336342974,NA,1.62636848,3,NA,3,3,NA,2,0,0,0_0,1,0,0,0,0,1,Drought,0,1,0,0,0,0,0_0_0
233,LARO,Lake Roosevelt National Recreation Area,WA,PW,National Recreation Area,407.2195073,UCBN,Upper Columbia Basin Network,1,NA,NORTHWESTERN FORESTED MOUNTAINS,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,0.274314763,0.037422854,NA,0.102743781,0.485714286,0.52610257,0.425159082,0.442891056,0.169816625,0.549795936,0.69404295,0.434557701,0.087893561,0.666666667,0.187661135,0.516206253,0.415421918,0.463375146,0,0.798892609,0.740238132,0.078195475,2.076514692,NA,1.746244134,2,NA,4,2,NA,3,1,1,1_1,1,0,0,0,1,1,Fire_Drought_Pest,1,0,0,0,0,0,0_0_0
234,LAVO,Lassen Volcanic National Park,CA,PW,National Park,435.0749517,KLMN,Klamath Network,1,1,NORTHWESTERN FORESTED MOUNTAINS,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,0.67273064,0.597735196,0,0.040224353,0.533333333,0.652662032,0.5233571,0.346387835,0.063139552,0.206234997,0.84887517,0.508958972,0.053665804,0.666666667,0.107626061,0.416800071,0.696257233,0.324418381,0,0.871665083,0.548105141,0.183370124,2.293123289,2.151840178,1.855673104,3,3,4,4,3,4,1,0,1_0,1,0,0,0,1,1,Fire_Drought_Pest,1,1,0,0,0,0,0_0_0
235,LABE,Lava Beds National Monument,CA,PW,National Monument,189.4430117,KLMN,Klamath Network,1,NA,NORTHWESTERN FORESTED MOUNTAINS,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,0.337561644,0.403904521,NA,0.090302515,0.4,0.72575876,0.36566612,0.430815789,0.069235304,0.161301487,0.761002474,0.456735991,0.150242806,0.5,0.100341939,0.423136372,0.563803191,0.351199908,0,0.847425938,0.582601719,0.117107881,2.020889947,NA,1.723366099,1,NA,4,1,NA,3,1,0,1_0,1,0,0,0,1,1,Fire_Drought_Pest,1,0,0,0,0,0,0_0_0
236,LECL,Lewis and Clark National Historic Trail,NE,MW,National Historic Trail,0.321143125,NA,NA,NA,NA,GREAT PLAINS,TEMPERATE PRAIRIES,GREAT PLAINS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.485914297,NA,NA,2,NA,NA,1,0,1,0_1,0,0,0,0,0,0,None,0,0,0,0,0,0,0_0_0
237,LEWI,Lewis and Clark National Historical Park,WA,PW,National Historical Park,14.86815347,NCCN,North Coast and Cascades Network,1,1,MARINE WEST COAST FOREST,MARINE WEST COAST FOREST,MARINE WEST COAST FOREST,0.437431609,0.537734894,0,0.19025568,0.133333333,0.109319572,0.93667189,0.430591702,0.389444686,0.145977094,0.279975682,0.048982539,0.052790685,1,0.285078086,0.247434185,0.427846522,0.320208014,0.046066085,0.807681534,0.340327974,0.402258973,2.055706548,1.685832044,1.260901208,2,1,1,1,1,1,0,1,0_1,0,0,0,0,0,0,None,0,0,0,0,1,0,0_iva_0
238,LIBO,Lincoln Boyhood National Memorial,IN,MW,National Memorial,0.809712934,HTLN,Heartland Network,1,NA,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,1,0.314902149,NA,0.278397107,0.4,0.214020006,0.834775998,0.647974983,0.167368897,0.202888389,0.139717077,0.107544832,0.437155623,1,0.52426108,0.428736762,0.509559339,0.487478928,0,0.83625235,0.769534828,0.260037386,2.470958491,NA,1.776987165,4,NA,4,4,NA,4,0,1,0_1,0,0,0,0,1,1,Pest,1,1,0,1,0,0,0_0_0
239,LIHO,Lincoln Home National Historic Site,IL,MW,National Historic Site,0.055286462,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,CENTRAL USA PLAINS,NORTHERN FORESTS AND PLAINS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.715289992,NA,NA,4,NA,NA,3,0,0,0_0,0,0,0,0,0,0,None,1,0,0,0,0,0,0_0_0
240,LINC,Lincoln Memorial,DC,NC,National Memorial,0.029497056,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.683860836,NA,NA,3,NA,NA,4,0,0,0_0,0,0,0,0,0,0,None,0,0,0,0,1,0,0_iva_0
241,LIBI,Little Bighorn Battlefield National Monument,MT,IM,National Monument,3.156633496,ROMN,Rocky Mountain Network,1,1,GREAT PLAINS,WEST-CENTRAL SEMIARID PRAIRIES,GREAT PLAINS,0.563133247,0.061750375,0,0.464307297,0.4,0.442205358,0.695816684,0.538975292,0.18571242,0.64566246,0.631957748,0.041578824,0.137459605,0.333333333,0.137076426,0.602136801,0.072700984,0.659897276,0,0.58281874,0.782088407,0.038473453,2.103358667,2.089613233,1.744289197,2,3,4,1,1,3,0,1,0_1,1,0,0,0,0,1,Drought,1,0,0,0,0,0,0_0_0
242,LIRI,Little River Canyon National Preserve,AL,SE,National Preserve,62.38712377,CUPN,Cumberland Piedmont Network,1,1,EASTERN TEMPERATE FORESTS,OZARK/OUACHITA-APPALACHIAN FORESTS,INTERIOR SOUTHEAST PLAINS AND FOREST,1,0.340264996,0.25,0.192839932,0.6,0.111563153,0.625708422,0.577015122,0.098936572,0.26143692,0.575387523,0.134570649,0.151211629,1,0.414856962,0.175185001,0.105350637,0.194154627,0,0,0.520094459,0.357732589,2.085693113,1.942461643,1.392667129,2,2,2,1,2,2,1,1,1_1,0,0,0,0,0,1,Fire,0,0,0,1,0,0,0_0_0
243,CHSC,Little Rock Central High School National Historic Site,AR,MW,National Historic Site,0.10991515,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,OZARK/OUACHITA-APPALACHIAN FORESTS,INTERIOR SOUTHEAST PLAINS AND FOREST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.344421508,NA,NA,1,NA,NA,2,0,1,0_1,0,0,0,0,0,0,None,0,0,0,0,0,0,0_0_0
244,LONG,Longfellow House-Washington's Headquarters National Historic Site,MA,NE,National Historic Site,0.007861043,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,MIXED WOOD PLAINS,NORTHERN FORESTS AND PLAINS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.672781217,NA,NA,3,NA,NA,3,0,0,0_0,0,0,0,0,0,0,None,0,0,0,0,0,0,0_0_0
245,LOWE,Lowell National Historical Park,MA,NE,National Historical Park,0.766470323,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,MIXED WOOD PLAINS,NORTHERN FORESTS AND PLAINS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.601086174,NA,NA,3,NA,NA,2,0,0,0_0,0,0,0,0,0,0,None,0,0,0,0,0,0,0_0_0
246,LOSA,Lower Saint Croix National Scenic Riverway,WI,MW,National Scenic Riverway,45.75377327,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,MIXED WOOD PLAINS,NORTHERN FORESTS AND PLAINS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.517581166,NA,NA,2,NA,NA,2,0,1,0_1,0,0,0,0,0,0,None,0,0,0,0,0,0,0_0_0
247,LYJO,Lyndon B. Johnson National Historical Park,TX,IM,National Historical Park,6.346573524,SOPN,Southern Plains Network,1,1,GREAT PLAINS,SOUTH CENTRAL SEMIARID PRAIRIES,GREAT PLAINS,0,0.368772063,0,0.05308433,0.6,0.356802652,0.575888986,0.593614748,0.269453365,0.103746857,0.54131478,0.044870024,0.361077137,1,0.186786673,0.571963623,0.457395709,0.148372758,0,0,0.412666956,0.441659765,1.943589479,1.778851643,1.177543658,1,1,1,1,1,1,0,0,0_0,0,0,0,0,0,0,None,0,0,0,0,0,0,0_0_0
248,LYBA,Lyndon Baines Johnson Memorial Grove on the Potomac,DC,NC,National Memorial,0.073143952,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.815501371,NA,NA,4,NA,NA,4,0,0,0_0,0,1,0,1,0,1,SLR,1,1,0,0,1,0,0_iva_0
249,MAWA,Maggie L. Walker National Historic Site,VA,NE,National Historic Site,0.005267742,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.896279668,NA,NA,1,NA,NA,1,0,0,0_0,0,0,0,0,0,0,None,0,0,0,0,0,0,0_0_0
250,MACA,Mammoth Cave National Park,KY,SE,National Park,209.2022608,CUPN,Cumberland Piedmont Network,1,1,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,0.923287071,0.247222429,0.25,0.205633298,0.4,0.173151644,0.770251509,0.628561873,0.159785428,0.212067467,0.222692873,0.094975244,0.297597667,1,0.47989975,0.327270584,0.266241855,0.418221866,0,0.774707399,0.745667229,0.274201198,2.272990147,2.126111939,1.60413901,3,3,3,3,3,3,0,0,0_0,0,0,0,0,1,1,Pest,0,0,0,1,0,0,0_0_0
